index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
157,cg27698932,-0.109354375793909,2,16166859,GACAT3,MYCN,104797537,mapped to different gene in human and mouse,GACAT3_Intergenic_downstream,Distal Intergenic,12,12725178.0,Rpl36-ps3
289,cg04103301,-0.109385078686954,X,71547703,OGT,BCYRN1,8473,conserved gene and region in mouse and human,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101655421.0,Ogt
285,cg07881279,-0.110240832413127,1,10533813,PEX14,PEX14,5195,conserved gene and region in mouse and human,PEX14_Intron,"Intron (ENST00000472851.1/5195, intron 3 of 3)",4,149044389.0,Pex14
602,cg01352789,-0.110863183256351,18,34223228,NOL4,NOL4,8715,conserved gene and region in mouse and human,NOL4_Exon,Promoter (<=1kb),18,23040017.0,Nol4
721,cg06197482,-0.11173436756519,19,12996438,NFIX,NFIX,4784,"mapped in human, not mapped in mouse",NFIX_Promoter,Promoter (<=1kb),8,84799616.0,Nfix
539,cg01309159,-0.115502334700756,3,171066272,TNIK,TNIK,23043,"mapped in human, not mapped in mouse",TNIK_Exon,"Exon (ENST00000436636.7/23043, exon 32 of 33)",3,28666142.0,Tnik
706,cg19054310,-0.11601162718677,3,169579380,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30416739.0,Mecom
188,cg13589316,-0.11609834601952,2,104052556,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909.0,Gm5267
265,cg07056567,-0.116985630987994,7,100676320,GNB2,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696.0,Epo
601,cg27492942,-0.118860911266393,17,38729712,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685376.0,Mllt6
181,cg05039938,-0.119805939651698,12,26278064,SSPN,SSPN,8082,conserved gene but different region in human and mouse,SSPN_Intron,"Intron (ENST00000534829.5/ENST00000534829.5, intron 2 of 3)",6,146001860.0,Sspn
62,cg02499612,-0.123567784609653,9,126615424,LMX1B,LMX1B,4010,conserved gene and region in mouse and human,LMX1B_Exon,Promoter (<=1kb),2,33639633.0,Lmx1b
596,cg24975211,-0.127923574164094,17,40093013,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768150.0,Nr1d1
671,cg23510032,-0.127953179034245,9,2159889,SMARCA2,SMARCA2,6595,conserved gene but different region in human and mouse,SMARCA2_Exon,"Exon (ENST00000635133.1/6595, exon 2 of 6)",19,26749927.0,Smarca2
151,cg17856858,-0.128308339515562,9,89001452,S1PR3,S1PR3,1903,conserved gene and region in mouse and human,S1PR3_Exon,"Exon (ENST00000358157.3/1903, exon 2 of 2)",13,51419039.0,S1pr3
302,cg19195912,-0.128597243838794,2,163944507,FIGN,FIGN,55137,conserved gene but different region in human and mouse,FIGN_Intron,"Intron (ENST00000429636.1/ENST00000429636.1, intron 3 of 4)",2,64326769.0,Gm13577
664,cg12713245,-0.128752436329012,12,57529187,MBD6,MBD6,114785,"mapped in human, not mapped in mouse",MBD6_Exon,"Exon (ENST00000355673.8/114785, exon 13 of 13)",10,127282879.0,Mbd6
32,cg18168101,-0.129017152147931,8,103141399,BAALC-AS2,BAALC,157556,"mapped in human, not mapped in mouse",BAALC-AS2_Promoter,Promoter (<=1kb),,,
40,cg09606114,-0.129866283834726,17,2085784,SMG6,SMG6,23293,conserved gene but different region in human and mouse,SMG6_Exon,"Exon (ENST00000263073.11/23293, exon 14 of 19)",11,75139309.0,Smg6
677,cg17542246,-0.130667192222233,17,63583649,DCAF7,DCAF7,10238,conserved gene and region in mouse and human,DCAF7_Exon,"Exon (ENST00000614556.5/10238, exon 5 of 7)",11,106051904.0,Dcaf7
355,cg01053290,-0.132896022351872,7,114659903,FOXP2,FOXP2,93986,"mapped in human, not mapped in mouse",FOXP2_Intron,"Intron (ENST00000412402.5/93986, intron 16 of 19)",6,15411578.0,Foxp2
535,cg24488281,-0.135394454519975,2,144520539,ZEB2-AS1,ZEB2-AS1,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,"Exon (ENST00000427278.8/100303491, exon 3 of 3)",2,45113399.0,Zeb2
513,cg11541320,-0.135749846468763,10,101292826,LINC02681,BTRC,101927419,mapped to different gene in human and mouse,LINC02681_Intergenic_upstream,Distal Intergenic,19,45302372.0,Btrc
418,cg14023941,-0.136016045876628,16,73505145,ZFHX3,LINC01568,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 2 of 17)",8,108281792.0,Zfhx3
155,cg01846532,-0.137163732389917,2,143390235,ARHGAP15,ARHGAP15,55843,"mapped in human, not mapped in mouse",ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44017425.0,Arhgap15
231,cg26581729,-0.137446366074359,9,137045340,NPDC1,NPDC1,56654,"mapped in human, not mapped in mouse",NPDC1_Promoter,Promoter (<=1kb),,,
666,cg21086539,-0.138375644379045,17,2179694,SMG6,SMG6,23293,conserved gene and region in mouse and human,SMG6_Intron,"Intron (ENST00000263073.11/23293, intron 12 of 18)",11,75047372.0,Smg6
466,cg08396875,-0.139144333294099,2,224982328,DOCK10,DOCK10,55619,"mapped in human, not mapped in mouse",DOCK10_Exon,"Exon (ENST00000644695.1/55619, exon 1 of 57)",1,80709408.0,Dock10
183,cg07172031,-0.139393158336507,15,72544887,ARIH1,ARIH1,25820,conserved gene and region in mouse and human,ARIH1_Exon,"Exon (ENST00000379887.9/25820, exon 3 of 14)",9,59436847.0,Arih1
377,cg27069680,-0.140807517948876,X,71129831,MED12,MED12,9968,conserved gene and region in mouse and human,MED12_Exon,"Exon (ENST00000333646.10/9968, exon 27 of 45)",X,101286176.0,Med12
597,cg26072749,-0.141077514017098,17,48579912,HOXB3,MIR10A,3213,mapped to different gene in human and mouse,HOXB3_Exon,"Exon (ENST00000548801.1/406902, exon 1 of 1)",11,96317199.0,Hoxb4
719,cg08378313,-0.141158521311533,16,73167435,ZFHX3,HCCAT5,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 5 of 17)",8,108599146.0,Zfhx3
448,cg02968236,-0.143674636117882,11,78786107,TENM4,TENM4,26011,conserved gene but different region in human and mouse,TENM4_Intron,"Intron (ENST00000278550.12/26011, intron 16 of 33)",7,96798193.0,Tenm4
455,cg18481180,-0.145891777179131,1,113963552,HIPK1,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,
63,cg14865782,-0.147606141966996,6,50715409,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Exon,"Exon (ENST00000008391.3/83741, exon 2 of 8)",1,19104657.0,Tfap2d
540,cg04533279,-0.149080118830598,3,49999414,RBM6,RBM6,10180,conserved gene and region in mouse and human,RBM6_Intron,"Intron (ENST00000442092.5/10180, intron 2 of 16)",9,107833532.0,Rbm6
412,cg05901294,-0.149669039708564,X,71148868,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000358741.3/54413, exon 3 of 8)",X,101303094.0,Nlgn3
692,cg22188876,-0.149965547569034,6,35243603,SCUBE3,SCUBE3,222663,conserved gene and region in mouse and human,SCUBE3_Exon,"Exon (ENST00000274938.8/222663, exon 16 of 22)",17,28165996.0,Scube3
672,cg24024857,-0.15088726500618,9,124769884,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925380.0,Nr6a1
236,cg26120306,-0.15108904031948,10,101767676,FGF8,FGF8,2253,conserved gene and region in mouse and human,FGF8_Intergenic_downstream,Distal Intergenic,19,45734723.0,Fgf8
80,cg00535482,-0.151438496073004,2,161415802,TBR1,TBR1,10716,conserved gene but different region in human and mouse,TBR1_Promoter,Promoter (<=1kb),2,61804104.0,Tbr1
343,cg01648457,-0.153026386921474,1,1393454,CCNL2,CCNL2,81669,"mapped in human, not mapped in mouse",CCNL2_threeUTR,3' UTR,4,155817928.0,Ccnl2
490,cg25960060,-0.156249994336817,7,27156519,HOXA7,HOXA7,3204,conserved gene and region in mouse and human,HOXA7_Exon,Promoter (<=1kb),6,52217379.0,Hoxa7
626,cg05243338,-0.156998923040173,2,199380434,SATB2,SATB2,23314,"mapped in human, not mapped in mouse",SATB2_Exon,"Exon (ENST00000417098.6/23314, exon 5 of 11)",1,56898016.0,Satb2
741,cg00292639,-0.158644765442898,3,52393402,DNAH1,DNAH1,25981,conserved gene and region in mouse and human,DNAH1_Exon,"Exon (ENST00000420323.6/25981, exon 66 of 78)",14,31265961.0,Dnah1
77,cg27495736,-0.159510582872343,17,2050006,MIR132,MIR132,406921,conserved gene but different region in human and mouse,MIR132_Exon,Promoter (<=1kb),11,75173666.0,Hic1
201,cg16624401,-0.160348285918137,5,149847621,PPARGC1B,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619.0,Ppargc1b
541,cg05261703,-0.160870434590017,3,9434050,SETD5,SETD5,55209,conserved gene but different region in human and mouse,SETD5_threeUTR,3' UTR,6,113110090.0,Setd5
57,cg09362546,-0.162794225233722,12,53973240,HOTAIR,HOTAIR,100124700,"mapped in human, not mapped in mouse",HOTAIR_fiveUTR,5' UTR,15,102954524.0,Hoxc11
243,cg24653269,-0.164032106674475,11,118916022,BCL9L,BCL9L,283149,conserved gene and region in mouse and human,BCL9L_Intron,"Intron (ENST00000526143.2/283149, intron 1 of 7)",9,44493251.0,Bcl9l
514,cg12314723,-0.166203229825238,10,101430403,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Exon,"Exon (ENST00000393441.8/8945, exon 2 of 14)",19,45423191.0,Btrc
506,cg09482204,-0.171227843373689,18,74651247,ZNF407,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652.0,Zfp407
414,cg18502834,-0.171486824746563,8,22692929,EGR3,EGR3,1960,conserved gene but different region in human and mouse,EGR3_Exon,Promoter (<=1kb),14,70077459.0,Egr3
135,cg27088374,-0.172613429076472,5,157816777,CLINT1,CLINT1,9685,"mapped in human, not mapped in mouse",CLINT1_Exon,"Exon (ENST00000523094.5/9685, exon 3 of 12)",11,45884384.0,Clint1
388,cg11997199,-0.174165582372228,20,45962112,ZNF335,ZNF335,63925,conserved gene and region in mouse and human,ZNF335_Exon,"Exon (ENST00000322927.3/63925, exon 10 of 28)",2,164901460.0,Zfp335
177,cg09984378,-0.175291339712309,21,33560685,SON,SON,6651,conserved gene and region in mouse and human,SON_Intron,"Intron (ENST00000356577.9/6651, intron 6 of 11)",16,91665726.0,Son
387,cg10710448,-0.177457727576822,3,147410944,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Exon,"Exon (ENST00000282928.5/7545, exon 1 of 3)",9,91364185.0,Zic1
58,cg12325485,-0.177777193545525,X,40146141,BCOR,BCOR,54880,"mapped in human, not mapped in mouse",BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12127920.0,Bcor
161,cg27507315,-0.177939564911724,11,16356733,SOX6,SOX6,55553,"mapped in human, not mapped in mouse",SOX6_Intron,"Intron (ENST00000655819.1/55553, intron 1 of 14)",7,115825016.0,Sox6
459,cg00296110,-0.178103834921769,5,139759648,PSD2-AS1,PSD2,101929696,mapped to different gene in human and mouse,PSD2-AS1_Intergenic_upstream,Distal Intergenic,18,35933702.0,Psd2
747,cg14006844,-0.180874785876944,14,67473650,TMEM229B,TMEM229B,161145,"mapped in human, not mapped in mouse",TMEM229B_Exon,"Exon (ENST00000555638.5/161145, exon 3 of 9)",12,78964882.0,Tmem229b
390,cg13182287,-0.182675067695554,20,35738990,RBM39,RBM39,9584,"mapped in human, not mapped in mouse",RBM39_threeUTR,3' UTR,2,156177358.0,Rbm39
334,cg23423329,-0.184100493330231,6,30741603,FLOT1,FLOT1,10211,"mapped in human, not mapped in mouse",FLOT1_Exon,"Exon (ENST00000376389.8/10211, exon 4 of 13)",17,35824331.0,Flot1
565,cg05844902,-0.184806276640797,3,143848183,SLC9A9,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200.0,Slc9a9
693,cg12382554,-0.184887548082123,8,104869303,ZFPM2,LRP12,23414,mapped to different gene in human and mouse,ZFPM2_Intron,"Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)",15,40256401.0,9330182O14Rik
710,cg27300575,-0.1860102045499,11,102209523,YAP1,YAP1,10413,conserved gene and region in mouse and human,YAP1_Exon,"Exon (ENST00000282441.10/10413, exon 6 of 9)",9,7950532.0,Yap1
384,cg01038105,-0.186933700670707,11,57794027,TMX2-CTNND1,TMX2-CTNND1,100528016,mapped to different gene in human and mouse,TMX2-CTNND1_fiveUTR,5' UTR,2,84622064.0,Ctnnd1
614,cg05866252,-0.187102817417308,1,41381046,FOXO6,EDN2,100132074,conserved gene and region in mouse and human,FOXO6_Intron,"Intron (ENST00000372591.1/100132074, intron 1 of 1)",4,120269757.0,Foxo6
117,cg15746205,-0.190510714727857,22,29290369,EWSR1,EWSR1,2130,conserved gene but different region in human and mouse,EWSR1_Exon,"Exon (ENST00000483415.5/2130, exon 8 of 8)",11,5080731.0,Ewsr1
124,cg13702222,-0.192364839911124,3,152299451,MBNL1,MBNL1,4154,conserved gene and region in mouse and human,MBNL1_fiveUTR,5' UTR,3,60528802.0,Mbnl1
281,cg03420509,-0.193894136573769,1,50570234,FAF1,FAF1,11124,conserved gene and region in mouse and human,FAF1_Intron,"Intron (ENST00000396153.7/11124, intron 12 of 18)",4,109859085.0,Faf1
295,cg21278764,-0.194210868850014,1,38016093,UTP11,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382.0,Utp11
223,cg02963786,-0.194348322090681,6,10395521,TFAP2A,TFAP2A-AS1,7020,"mapped in human, not mapped in mouse",TFAP2A_Intron,"Intron (ENST00000461628.5/7020, intron 2 of 2)",13,40714178.0,Tfap2a
681,cg18281552,-0.194942785649748,5,139668241,CXXC5,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122.0,Cxxc5
442,cg17905888,-0.19592542038721,2,155727368,LINC01876,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784.0,Gm13518
567,cg00900456,-0.196112021510869,5,135031343,PITX1,PITX1,5307,conserved gene and region in mouse and human,PITX1_Exon,"Exon (ENST00000265340.12/5307, exon 2 of 3)",13,55828507.0,Pitx1
266,cg07323940,-0.196453095454077,7,14197482,DGKB,DGKB,1607,"mapped in human, not mapped in mouse",DGKB_Intron,"Intron (ENST00000399322.7/1607, intron 22 of 24)",12,38594209.0,Dgkb
720,cg05750171,-0.198750682745406,19,42080086,ZNF574,ZNF574,64763,conserved gene and region in mouse and human,ZNF574_Exon,"Exon (ENST00000222339.7/64763, exon 2 of 2)",7,25081043.0,Zfp574
529,cg25034090,-0.198809703073278,12,49021334,KMT2D,KMT2D,8085,"mapped in human, not mapped in mouse",KMT2D_threeUTR,3' UTR,15,98834070.0,Kmt2d
587,cg25905455,-0.19959022094342,9,129437326,LINC00963,LINC00963,100506190,mapped to different gene in human and mouse,LINC00963_Intron,"Intron (ENST00000436510.1/ENST00000436510.1, intron 1 of 1)",2,30677229.0,Cstad
348,cg15408728,-0.202424701522302,14,95008596,DICER1,DICER1,23405,conserved gene and region in mouse and human,DICER1_Intergenic_downstream,Distal Intergenic,12,104634980.0,Dicer1
753,cg04404159,-0.203517290428641,17,39299038,FBXL20,FBXL20,84961,conserved gene and region in mouse and human,FBXL20_Exon,"Exon (ENST00000264658.11/84961, exon 5 of 15)",11,98110983.0,Fbxl20
96,cg15571405,-0.205716270955725,7,131111408,MKLN1,MKLN1,4289,mapped to different gene in human and mouse,MKLN1_Intron,"Intron (ENST00000421797.6/4289, intron 1 of 18)",6,31221750.0,Gm13835
509,cg13608832,-0.207064319205898,18,25231172,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13850635.0,Zfp521
615,cg06004718,-0.209343458731638,1,167398080,POU2F1,POU2F1,5451,"mapped in human, not mapped in mouse",POU2F1_threeUTR,3' UTR,1,165896489.0,Pou2f1
554,cg22057106,-0.210010780356768,3,114484274,ZBTB20-AS5,ZBTB20,101929754,"mapped in human, not mapped in mouse",ZBTB20-AS5_Intron,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",16,43478362.0,Zbtb20
186,cg08651129,-0.210809632677217,15,29720658,TJP1,TJP1,7082,conserved gene and region in mouse and human,TJP1_Exon,"Exon (ENST00000346128.10/7082, exon 19 of 28)",7,65315007.0,Tjp1
28,cg14297772,-0.212410327377666,2,118847634,EN1,EN1,2019,"mapped in human, not mapped in mouse",EN1_fiveUTR,Promoter (<=1kb),1,120602530.0,En1
173,cg07292994,-0.213066625656005,5,36876731,NIPBL-DT,NIPBL-DT,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444668.0,Nipbl
369,cg20726505,-0.217732598911519,7,104328818,LHFPL3,LHFPL3,375612,conserved gene but different region in human and mouse,LHFPL3_fiveUTR,Promoter (<=1kb),5,22746219.0,Lhfpl3
91,cg23754860,-0.225936545413777,10,86699297,LDB3,LDB3,11155,conserved gene but different region in human and mouse,LDB3_threeUTR,3' UTR,14,34561861.0,Ldb3
30,cg12501063,-0.22910512749531,17,63412706,TANC2,TANC2,26115,conserved gene and region in mouse and human,TANC2_Exon,"Exon (ENST00000389520.8/26115, exon 22 of 26)",11,105914067.0,Tanc2
583,cg19090691,-0.229115433590239,10,99537359,NKX2-3,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760.0,Nkx2-3
718,cg06736685,-0.232400341718173,16,85555743,GSE1,GSE1,23199,mapped to different gene in human and mouse,GSE1_Intron,"Intron (ENST00000637419.1/23199, intron 2 of 2)",8,120488490.0,Gse1
512,cg11488183,-0.237432874774479,10,51397876,PRKG1,PRKG1,5592,conserved gene and region in mouse and human,PRKG1_Intron,"Intron (ENST00000401604.8/5592, intron 2 of 17)",19,31361298.0,Prkg1
503,cg19663246,-0.237630503318866,7,32299483,PDE1C,PDE1C,5137,"mapped in human, not mapped in mouse",PDE1C_Intron,"Intron (ENST00000672256.1/5137, intron 1 of 1)",,,
133,cg20615601,-0.238719201413297,5,140115517,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288498.0,Pura
70,cg04186556,-0.242846899174833,3,169121172,MECOM,MECOM,2122,conserved gene but different region in human and mouse,MECOM_Exon,"Exon (ENST00000264674.7/2122, exon 7 of 17)",3,29985457.0,Mecom
625,cg04707251,-0.243036498374568,2,38581978,HNRNPLL,HNRNPLL,92906,conserved gene and region in mouse and human,HNRNPLL_Exon,"Exon (ENST00000449105.8/92906, exon 6 of 13)",17,80048673.0,Hnrnpll
655,cg24866378,-0.246370935522012,15,64462037,TRIP4,ZNF609,9325,mapped to different gene in human and mouse,TRIP4_Intron,"Intron (ENST00000416172.1/ENST00000416172.1, intron 1 of 1)",9,65826315.0,Zfp609
234,cg15686078,-0.247259164077576,10,100668277,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44681887.0,Pax2
141,cg10466667,-0.247705629399094,12,53710077,CALCOCO1,CALCOCO1,57658,conserved gene but different region in human and mouse,CALCOCO1_threeUTR,3' UTR,15,102705885.0,Calcoco1
502,cg11948733,-0.250775578062517,16,30095371,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_fiveUTR,Promoter (<=1kb),7,126777833.0,Ypel3
537,cg26709300,-0.250809378450603,16,30095361,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_Exon,Promoter (<=1kb),7,126777843.0,Ypel3
50,cg25467897,-0.252626150427973,X,71153510,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307108.0,Nlgn3
383,cg03588035,-0.253244621743408,2,73081656,RAB11FIP5,RAB11FIP5,26056,"mapped in human, not mapped in mouse",RAB11FIP5_Exon,"Exon (ENST00000486777.6/26056, exon 4 of 6)",,,
526,cg22267613,-0.25416074793691,2,144521227,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,Promoter (<=1kb),2,45114096.0,Zeb2
474,cg19109204,-0.262151628779978,6,50821677,TFAP2B,TFAP2B,7021,"mapped in human, not mapped in mouse",TFAP2B_Intron,"Intron (ENST00000344788.7/7021, intron 1 of 3)",1,19211946.0,Tfap2b
242,cg23128382,-0.26427520545015,11,59615345,OSBP,OSBP,5007,"mapped in human, not mapped in mouse",OSBP_Exon,Promoter (<=1kb),19,11966253.0,Osbp
219,cg09360996,-0.265217430341533,1,213996654,PROX1,PROX1,5629,"mapped in human, not mapped in mouse",PROX1_Exon,"Exon (ENST00000471129.1/5629, exon 2 of 2)",,,
61,cg18060631,-0.274194105224942,2,42051539,PKDCC,PKDCC,91461,conserved gene and region in mouse and human,PKDCC_Intron,"Intron (ENST00000294964.6/91461, intron 1 of 6)",17,83218655.0,Pkdcc
370,cg22454306,-0.275497034350255,7,26656018,LINC02860,LINC02860,285941,mapped to different gene in human and mouse,LINC02860_Intergenic_downstream,Distal Intergenic,6,51847017.0,Skap2
729,cg22667099,-0.275756860184979,10,116962125,SHTN1,SHTN1,57698,conserved gene and region in mouse and human,SHTN1_Intron,"Intron (ENST00000355371.9/57698, intron 3 of 16)",19,59044247.0,Shtn1
228,cg15810562,-0.276014296121365,3,71054581,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 7 of 20)",6,99017507.0,Foxp1
17,cg10501210,-0.277377634486252,1,207823675,MIR29B2CHG,LOC148696,100128537,"mapped in human, not mapped in mouse",MIR29B2CHG_Intron,"Intron (ENST00000608023.5/100128537, intron 2 of 4)",,,
331,cg26476447,-0.279794003016294,14,76075669,IFT43,IFT43,112752,conserved gene and region in mouse and human,IFT43_Intron,"Intron (ENST00000314067.10/112752, intron 5 of 8)",12,86153752.0,Ift43
668,cg22825729,-0.280353900645509,17,75784934,MIR4738,UNK,100616282,mapped to different gene in human and mouse,MIR4738_Exon,Promoter (<=1kb),11,116030441.0,Unk
323,cg22943590,-0.28107348161885,2,66421665,MEIS1,MEIS1-AS3,4211,"mapped in human, not mapped in mouse",MEIS1_Intergenic_upstream,Distal Intergenic,,,
594,cg23053149,-0.288810607728308,12,106874532,RIC8B,RIC8B,55188,conserved gene but different region in human and mouse,RIC8B_threeUTR,3' UTR,10,85004830.0,Ric8b
453,cg06059859,-0.290504721207926,11,13277797,ARNTL,ARNTL,406,conserved gene and region in mouse and human,ARNTL_fiveUTR,Promoter (<=1kb),7,113207518.0,Arntl
144,cg22069272,-0.291975843751105,13,66631276,PCDH9,PCDH9,5101,conserved gene but different region in human and mouse,PCDH9_threeUTR,3' UTR,14,93326745.0,Pcdh9
110,cg19591642,-0.293056301304438,16,24815260,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123186676.0,Tnrc6a
203,cg11516694,-0.298006472650971,7,27147848,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Intron,"Intron (ENST00000518848.5/100133311, intron 1 of 2)",6,52208723.0,Hoxa6
175,cg09809672,-0.299948653899437,1,236394382,EDARADD,EDARADD,128178,"mapped in human, not mapped in mouse",EDARADD_fiveUTR,5' UTR,,,
238,cg23778391,-0.301420661951112,1,10698402,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 3 of 20)",4,148897401.0,Casz1
733,cg02073955,-0.309794322068979,11,116129526,LINC00900,LINC00900,283143,mapped to different gene in human and mouse,LINC00900_Intergenic_upstream,Distal Intergenic,9,46900048.0,Gm4791
608,cg01631669,-0.312270185907531,19,31346540,TSHZ3,TSHZ3,57616,conserved gene and region in mouse and human,TSHZ3_Intron,"Intron (ENST00000651361.1/57616, intron 1 of 6)",7,36700821.0,Tshz3
140,cg08563010,-0.317955569090523,12,23921603,SOX5,SOX5,6660,conserved gene and region in mouse and human,SOX5_Intron,"Intron (ENST00000451604.7/6660, intron 1 of 14)",6,144181147.0,Sox5
680,cg18223258,-0.325534132161499,5,51399170,ISL1,LOC642366,3670,conserved gene and region in mouse and human,ISL1_Intergenic_downstream,Distal Intergenic,13,116294093.0,Isl1
108,cg09461098,-0.331083197044645,16,24815270,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123186686.0,Tnrc6a
424,cg10278760,-0.335861243310425,12,4909870,KCNA1,KCNA1,3736,conserved gene but different region in human and mouse,KCNA1_Exon,Promoter (<=1kb),6,126644830.0,Kcna1
29,cg11857072,-0.336689496353158,17,40093075,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768212.0,Nr1d1
255,cg11327514,-0.340900203086899,5,171172262,RANBP17,RANBP17,64901,conserved gene and region in mouse and human,RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 17 of 29)",11,33327542.0,Ranbp17
172,cg22416332,-0.343624744140177,8,21990865,XPO7,XPO7,23039,conserved gene and region in mouse and human,XPO7_Exon,"Exon (ENST00000252512.14/23039, exon 18 of 28)",14,70682386.0,Xpo7
591,cg22234802,-0.344161736360631,5,146230899,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000506502.2/54439, exon 6 of 20)",18,42300492.0,Rbm27
457,cg19291010,-0.347719188456311,1,147612914,BCL9,BCL9,607,conserved gene and region in mouse and human,BCL9_Exon,"Exon (ENST00000234739.8/607, exon 5 of 10)",3,97215396.0,Bcl9
473,cg18918349,-0.350811425305526,6,108165956,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583724.0,Nr2e1
619,cg06607996,-0.351765382542904,1,155005126,ZBTB7B,ZBTB7B,51043,conserved gene and region in mouse and human,ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89390863.0,Zbtb7b
328,cg04111974,-0.352350901807799,9,126429465,MVB12B,MVB12B,89853,conserved gene and region in mouse and human,MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33796263.0,Mvb12b
436,cg11742933,-0.362812431688118,11,6401629,APBB1,APBB1,322,conserved gene but different region in human and mouse,APBB1_Exon,"Exon (ENST00000621678.4/322, exon 8 of 13)",7,105565588.0,Apbb1
623,cg17437489,-0.363203186223625,9,125763666,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34355947.0,Pbx3
